agent,probe_id,condition,on_target,label,dim_raw,dim_z,logistic_raw,logistic_z
Frank,rel-ctrl-0,mentioned,False,1,1.0387619,0.8972265942016642,2.1547377,1.1715036624293163
Frank,rel-ctrl-0,neutral,False,1,0.8788247,0.7846541935762206,1.5537626,0.8668054037468674
Frank,rel-ctrl-0,repeat,False,1,0.8788247,0.7846541935762206,1.5537626,0.8668054037468674
Frank,rel-ctrl-0,seeded,False,1,1.0730164,0.9213367974401541,2.1237261,1.1557805712690574
Frank,rel-ctrl-1,mentioned,False,0,-2.1026664,-1.3138803037440885,-2.9705772,-1.4270647926968538
Frank,rel-ctrl-1,neutral,False,0,-2.1016219,-1.313145203828403,-3.3991501,-1.6443540120430045
Frank,rel-ctrl-1,repeat,False,0,-2.1016219,-1.313145203828403,-3.3991501,-1.6443540120430045
Frank,rel-ctrl-1,seeded,False,0,-2.2193625,-1.3960173359622214,-3.290685,-1.58936156476045
Frank,rel-ctrl-2,mentioned,False,1,0.99746466,0.8681593960061065,2.3149326,1.2527236395167665
Frank,rel-ctrl-2,neutral,False,1,1.0480629,0.9037731871387185,1.7371498,0.9597839038594614
Frank,rel-ctrl-2,repeat,False,1,1.0480629,0.9037731871387185,1.7371498,0.9597839038594614
Frank,rel-ctrl-2,seeded,False,1,1.0503349,0.9053723503955443,2.3823564,1.286907869961515
Frank,rel-ctrl-3,mentioned,False,0,-1.5165739,-0.9013568055226503,-2.2705631,-1.0721529653500739
Frank,rel-ctrl-3,neutral,False,0,-1.7422109,-1.0601722433563825,-3.3316526,-1.6101322786433954
Frank,rel-ctrl-3,repeat,False,0,-1.7422109,-1.0601722433563825,-3.3316526,-1.6101322786433954
Frank,rel-ctrl-3,seeded,False,0,-1.6114178,-0.9681129564893012,-2.6112297,-1.2448732017089534
Frank,rel-on-0,mentioned,True,0,-1.4442331,-0.850439368553736,-2.269816,-1.0717741280880837
Frank,rel-on-0,neutral,True,0,-2.087786,-1.3034066612289232,-3.4947014,-1.6927990659378527
Frank,rel-on-0,repeat,True,0,-2.087786,-1.3034066612289232,-3.4947014,-1.6927990659378527
Frank,rel-on-0,seeded,True,0,-1.5587887,-0.9310697438107906,-3.203069,-1.5449396320377646
Frank,rel-on-1,mentioned,True,1,0.7613016,0.7019350639188607,1.9498619,1.0676303065039578
Frank,rel-on-1,neutral,True,1,0.9519587,0.8361298567452327,1.7045797,0.9432706517316487
Frank,rel-on-1,repeat,True,1,0.9519587,0.8361298567452327,1.7045797,0.9432706517316487
Frank,rel-on-1,seeded,True,1,0.9565459,0.8393585362316611,1.8171376,1.0003381743749644
Frank,rel-on-2,mentioned,True,1,0.7630186,0.7031435821086333,1.7988381,0.9910603090983057
Frank,rel-on-2,neutral,True,1,0.7893503,0.7216772079733905,1.4891219,0.8340320977936441
Frank,rel-on-2,repeat,True,1,0.7893503,0.7216772079733905,1.4891219,0.8340320977936441
Frank,rel-on-2,seeded,True,1,1.0976105,0.9386474313409741,1.9473411,1.0663522898137698
Frank,rel-on-3,mentioned,True,0,-1.9603051,-1.2136787427795206,-3.0034215,-1.443716950813398
Frank,rel-on-3,neutral,True,0,-2.2449648,-1.4140376462797597,-3.5172396,-1.704226195129851
Frank,rel-on-3,repeat,True,0,-2.2449648,-1.4140376462797597,-3.5172396,-1.704226195129851
Frank,rel-on-3,seeded,True,0,-1.9616776,-1.2146447937873102,-3.8069744,-1.8511236072208934
Maria,rel-ctrl-0,mentioned,False,1,1.2085146,1.0167077257890562,2.333605,1.262190582033451
Maria,rel-ctrl-0,neutral,False,1,1.0681397,0.9179042265263639,1.839362,1.011606104883478
Maria,rel-ctrl-0,repeat,False,1,1.0681397,0.9179042265263639,1.839362,1.011606104883478
Maria,rel-ctrl-0,seeded,False,1,1.0299575,0.8910295953518949,2.1130633,1.1503745097489504
Maria,rel-ctrl-1,mentioned,False,0,-1.6437317,-0.9908572969293106,-2.2993877,-1.0867672413062552
Maria,rel-ctrl-1,neutral,False,0,-1.5475417,-0.9231535962140196,-2.4638662,-1.170158944701592
Maria,rel-ctrl-1,repeat,False,0,-1.5475417,-0.9231535962140196,-2.4638662,-1.170158944701592
Maria,rel-ctrl-1,seeded,False,0,-1.8785833,-1.1561584958956372,-2.5139668,-1.1955602309216065
Maria,rel-ctrl-2,mentioned,False,1,1.2401552,1.0389780606134185,2.7705069,1.4837026915147817
Maria,rel-ctrl-2,neutral,False,1,1.3124692,1.0898765925258604,2.4104838,1.3011686783016412
Maria,rel-ctrl-2,repeat,False,1,1.3124692,1.0898765925258604,2.4104838,1.3011686783016412
Maria,rel-ctrl-2,seeded,False,1,1.1455984,0.9724238922140582,2.7075396,1.4517778856655947
Maria,rel-ctrl-3,mentioned,False,0,-1.0113289,-0.5457380831593523,-1.2403958,-0.5498513377458771
Maria,rel-ctrl-3,neutral,False,0,-1.0992295,-0.6076072586735172,-1.9404558,-0.9047863437923974
Maria,rel-ctrl-3,repeat,False,0,-1.0992295,-0.6076072586735172,-1.9404558,-0.9047863437923974
Maria,rel-ctrl-3,seeded,False,0,-1.3159086,-0.7601176477868687,-1.5273018,-0.6953145413480243
Maria,rel-on-0,mentioned,True,0,-1.3095863,-0.7556676964082153,-1.7559036,-0.8112171966944596
Maria,rel-on-0,neutral,True,0,-1.8551768,-1.1396837748940316,-2.7934265,-1.3372481471411233
Maria,rel-on-0,repeat,True,0,-1.8551768,-1.1396837748940316,-2.7934265,-1.3372481471411233
Maria,rel-on-0,seeded,True,0,-1.778606,-1.0857892294148563,-2.6868637,-1.2832199579437307
Maria,rel-on-1,mentioned,True,1,1.0647142,0.9154932523507803,2.3106182,1.2505360779563843
Maria,rel-on-1,neutral,True,1,1.1793959,0.9962124000893772,2.139043,1.1635463573905134
Maria,rel-on-1,repeat,True,1,1.1793959,0.9962124000893772,2.139043,1.1635463573905134
Maria,rel-on-1,seeded,True,1,1.0150104,0.8805089655119053,2.1100152,1.1488290314133216
Maria,rel-on-2,mentioned,True,1,1.0571859,0.9101943826526484,2.2621372,1.225955890375188
Maria,rel-on-2,neutral,True,1,1.1050487,0.9438828261976248,2.045879,1.116311551953561
Maria,rel-on-2,repeat,True,1,1.1050487,0.9438828261976248,2.045879,1.116311551953561
Maria,rel-on-2,seeded,True,1,1.1341581,0.9643716491871718,2.2061257,1.1975577524004632
Maria,rel-on-3,mentioned,True,0,-1.8503774,-1.1363056379569907,-2.7684352,-1.3245774066691776
Maria,rel-on-3,neutral,True,0,-2.0626028,-1.2856813641865306,-3.255476,-1.5715102186867984
Maria,rel-on-3,repeat,True,0,-2.0626028,-1.2856813641865306,-3.255476,-1.5715102186867984
Maria,rel-on-3,seeded,True,0,-2.137968,-1.3387274947818506,-3.4423764,-1.666270001496698
Ruth,rel-ctrl-0,mentioned,False,1,1.0139399,0.8797555321489446,2.1037176,1.1456361428591115
Ruth,rel-ctrl-0,neutral,False,1,0.8473394,0.7624931462350432,1.5251914,0.85231961734126
Ruth,rel-ctrl-0,repeat,False,1,0.8473394,0.7624931462350432,1.5251914,0.85231961734126
Ruth,rel-ctrl-0,seeded,False,1,0.95445704,0.8378883364002901,2.0244453,1.1054445797086152
Ruth,rel-ctrl-1,mentioned,False,0,-2.0773737,-1.2960779810513592,-3.1662617,-1.5262780891713594
Ruth,rel-ctrl-1,neutral,False,0,-2.1924856,-1.3770999872702288,-3.5816925,-1.7369040518510495
Ruth,rel-ctrl-1,repeat,False,0,-2.1924856,-1.3770999872702288,-3.5816925,-1.7369040518510495
Ruth,rel-ctrl-1,seeded,False,0,-2.2064989,-1.3869631301864296,-3.2999017,-1.5940344148040861
Ruth,rel-ctrl-2,mentioned,False,1,1.0926536,0.9351584756373948,2.6455462,1.4203468133188324
Ruth,rel-ctrl-2,neutral,False,1,0.9899443,0.8628661480057663,1.8893648,1.0369579588243523
Ruth,rel-ctrl-2,repeat,False,1,0.9899443,0.8628661480057663,1.8893648,1.0369579588243523
Ruth,rel-ctrl-2,seeded,False,1,1.0704423,0.9195249536090463,2.7001045,1.448008188973254
Ruth,rel-ctrl-3,mentioned,False,0,-1.5744052,-0.942061589394016,-2.098893,-0.9851150439679238
Ruth,rel-ctrl-3,neutral,False,0,-1.8900403,-1.1642225277066984,-3.2384243,-1.5628650169828164
Ruth,rel-ctrl-3,repeat,False,0,-1.8900403,-1.1642225277066984,-3.2384243,-1.5628650169828164
Ruth,rel-ctrl-3,seeded,False,0,-1.7044414,-1.0335880735599667,-2.1863115,-1.029436888224455
Ruth,rel-on-0,mentioned,True,0,-1.2874842,-0.7401110322183291,-2.2426586,-1.0580051947236104
Ruth,rel-on-0,neutral,True,0,-2.1243622,-1.3291509745470769,-3.9209614,-1.9089157513206
Ruth,rel-on-0,repeat,True,0,-2.1243622,-1.3291509745470769,-3.9209614,-1.9089157513206
Ruth,rel-on-0,seeded,True,0,-1.6714398,-1.0103597217213005,-2.9456952,-1.414449354728852
Ruth,rel-on-1,mentioned,True,1,1.0641731,0.9151124033018934,2.2244794,1.2068632977324816
Ruth,rel-on-1,neutral,True,1,1.0166681,0.8816757824508965,1.7300605,0.9561895584125496
Ruth,rel-on-1,repeat,True,1,1.0166681,0.8816757824508965,1.7300605,0.9561895584125496
Ruth,rel-on-1,seeded,True,1,1.0196829,0.883797784578812,2.06483,1.1259199993744626
Ruth,rel-on-2,mentioned,True,1,0.93193054,0.8220329460975377,1.9392816,1.062266076946192
Ruth,rel-on-2,neutral,True,1,0.8959908,0.7967365646250509,1.5162774,0.8478001637511866
Ruth,rel-on-2,repeat,True,1,0.8959908,0.7967365646250509,1.5162774,0.8478001637511866
Ruth,rel-on-2,seeded,True,1,1.0002297,0.8701055522661645,1.9227353,1.0538769590774133
Ruth,rel-on-3,mentioned,True,0,-1.8575238,-1.1413357149853474,-3.1641338,-1.5251991766053434
Ruth,rel-on-3,neutral,True,0,-2.193896,-1.378092678413075,-4.001865,-1.9499344948743509
Ruth,rel-on-3,repeat,True,0,-2.193896,-1.378092678413075,-4.001865,-1.9499344948743509
Ruth,rel-on-3,seeded,True,0,-2.199047,-1.3817182539588773,-3.898957,-1.897759392858295
